Name 	Score	 Formula 	 Mode(new) 	 Mode(old) 	 Identifiers 
centripetal force	0	d_{\rm e}=a(t_{1})\int_{t_{1}}^{t_{\rm max}}\frac{dt}{a(t)}, (astro-ph0312614.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	\vec{v}=\vec{p}/\sqrt{\vec{p}^{2}+m_{e}^{2}a^{2}} (astro-ph0312614.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''e'', ''v'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	R_{H}=a_{1}r_{1}=c/H (astro-ph0403324.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'', ''R'']}'
centripetal force	0	\dot{\phi}=qa^{-3}R^{-\alpha}\ . (astro-ph0403622.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	\displaystyle d\tilde{t}=e^{\phi}dt;\qquad\tilde{a}=e^{-\phi}\,a. (astro-ph0403694.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	d\tilde{a}/d\tilde{t}=e^{-2\phi}(\dot{a}-a\dot{\phi}). (astro-ph0403694.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	r=a(\eta)|\,\vec{\!\theta}\,|=H^{-1}(\eta) (astro-ph0404233.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	d_{\rm L}=a_{0}(1+z)r_{1} (astro-ph0405446.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	a(t_{T})H(t_{T})=a(t_{e})T_{e}\,. (astro-ph0406099.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	f^{2}=2f^{r\theta}\,f_{r\theta}=2\left[\frac{1}{r}\frac{d}{dr}(ra)\right]^{2} (astro-ph0406622.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\displaystyle=H_{0}^{2}\left[(1-\Omega_{R})a^{-3(1+w)}+\Omega_{R}a^{-3}\right], (astro-ph0407573.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	\displaystyle\ddot{R}+3H\dot{R}-\frac{\Sigma^{2}}{a^{6}R^{3}}+V^{\prime}(R)=0 (astro-ph0408017.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	\displaystyle\ddot{R}+3H\dot{R}-\frac{\Sigma^{2}}{a^{6}R^{3}}-V^{\prime}(R)=0 (astro-ph0408017.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	P_{rad}=\frac{1}{3}\rho_{rad} (astro-ph0408154.tei)	7	6	'{''force'': [''a''], ''mass'': [''P'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\displaystyle r\;=\;a\,\;\frac{1\,-\,e^{2}}{1\,+\,e\,\cos\nu} (astro-ph0408168.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''r'', ''e'']}'
centripetal force	0	\displaystyle r\;=\;a\;\frac{1\;-\;e^{2}}{1\;+\;e\;\cos\nu}\;\;, (astro-ph0408168.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''r'', ''e'']}'
centripetal force	0	R_{H}=a_{p}/(\mu/3)^{1/3} (astro-ph0408271.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	-(\ddot{r}-{\ddot{a}\over a}r)-{GM\over r^{2}}+r\dot{\varphi}^{2}=0 (astro-ph0410309.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\ddot{r}={\ddot{a}\over a}r+{L^{2}\over r^{3}}-{GM\over r^{2}} (astro-ph0410309.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	a=e^{H_{k}t} (astro-ph0411468.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	u_{\textrm{max}}=a_{e}H_{e}/k (astro-ph0411468.tei)	7	6	'{''force'': [''a''], ''mass'': [''a'', ''u''], ''velocity'': [''e'', ''a'', ''u''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	\Omega(a)=\Omega_{m}(a)+\Omega_{r}(a)+\Omega_{X}(a), (astro-ph0503099.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	e_{\bar{a}}{{}^{i}}=[\gamma_{L}^{-1/2}({\bf 0})]_{\bar{a}}{{}^{i}}, (astro-ph0503582.tei)	7	6	'{''force'': [''a''], ''mass'': [''i'', ''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	a_{FRW}(t)=(t/t_{0})^{2/3} (astro-ph0504005.tei)	7	6	'{''force'': [''a'', ''F''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	a_{FRW}(t_{0})=1 (astro-ph0504005.tei)	7	6	'{''force'': [''a'', ''F''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	ds^{2}=a^{2}(-d\eta^{2}+dr^{2}) (astro-ph0505519.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	A_{\mu}=ae^{-\phi}(1,0,0,0) (astro-ph0505519.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	\rho_{r}=\rho_{ro}a^{-4+\epsilon} (astro-ph0507372.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\rho_{M}^{\textrm{eff}}=(4\rho_{R}/3)\left(a_{i}/a\right)^{3} (astro-ph0509291.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''i'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	M_{m}(r)=M_{d}/\sqrt{1+\left(a_{0}/a\right)^{2}} (astro-ph0509576.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''m'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\rho=\rho_{m0}a^{-3}+\rho_{e0}a^{-3(1+w)}. (astro-ph0510006.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	m=\rho\pi r^{2}ar (astro-ph0511085.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\psi=GM/(r+a) (astro-ph0511686.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\psi=\frac{\psi_{0}a}{r}{\rm Ln}_{b-2}\left(\frac{r+a}{a}\right), (astro-ph0511687.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	de^{-x}=da^{-2/3k^{2}} (astro-ph0512124.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	ds^{2}=dt^{2}-a^{2}(t)d{\vec{r}}^{\,2} (astro-ph0512197.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	R(a)=3(\Omega_{b}/(4\Omega_{\gamma}))a (astro-ph0512641.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	\ddot{r}-\frac{L^{2}}{r^{3}}-\frac{\sqrt{a_{0}GM}}{r}=0, (astro-ph0601247.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\ddot{r}-\frac{L^{2}}{r^{3}}+\frac{\sqrt{a_{0}GM}}{r}=0, (astro-ph0601247.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\ddot{R}\dot{R}^{2}/R^{2}=8\pi Ga_{0}\rho/3 (astro-ph0601247.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	|\ddot{R}/a_{0}|=|4\pi G\rho R/3|\approx 10^{8} (astro-ph0601247.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	a(t)=a_{s}e^{H(t-t_{s})} (astro-ph0601481.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	a=e^{Ht}=-1/H\tau (astro-ph0601481.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	{r}_{2}={\langle|a^{T}_{2m}|^{2}\rangle}/{\langle|a^{S}_{2m}|^{2}\rangle} (astro-ph0602594.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	1+z_{a}=2\left({\Omega_{r_{c}}\over\Omega_{\text{m}}}\right)^{1/3}. (astro-ph0603353.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\rho=\rho_{r0}a^{-4}+\rho_{d0}a^{-3}\ ,\quad p=\frac{\rho_{r0}}{3}a^{-4}\ . (astro-ph0604431.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	1+z=\frac{\bar{a}(\tau_{0})}{\bar{a}(\tau)}e^{\bar{b}(\tau)-\bar{b}(\tau_{0})}\,, (astro-ph0604492.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	r(z)=ln(1+z)/a. (astro-ph0606223.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''n'', ''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	L_{Vega}=50L_{\odot}, (astro-ph0606223.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	\displaystyle\frac{\partial G}{\partial d}=\frac{b}{4aR}(G-b/2) (astro-ph0607380.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	R=\gamma^{2}+3\frac{\Omega_{M}^{(0)}}{a^{3}}\,. (astro-ph0608034.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	\dot{H}=\frac{-3\Omega_{M}}{2a^{3}}-\frac{2\Omega_{R}}{a^{4}}\,. (astro-ph0608034.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	R_{P}=a(t)\int_{0}^{t}\frac{\mathrm{d}t^{\prime}}{a(t^{\prime})}, (astro-ph0609755.tei)	7	6	'{''force'': [''a''], ''mass'': [''P'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	\frac{G_{eff}(a)}{G_{eff}(a=1)}=1+\xi(1-a)^{2} (astro-ph0610092.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
centripetal force	0	\displaystyle v_{a}=v(r)(\frac{y}{r},-\frac{x}{r}), (astro-ph0611303.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''v'', ''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	R_{H}=a\int_{0}^{t}\frac{dt}{a}, (astro-ph0611623.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	d_{L}(z)=a_{0}\,(1+z)\,r(a)\;, (astro-ph0702728.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	R^{\prime}_{gal}=R_{gal}/M_{gal}=10^{-22} (astro-ph0703466.tei)	7	6	'{''force'': [''a''], ''mass'': [''M'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''R'']}'
centripetal force	0	\chi(r,t_{0})=af(r) (astro-ph9208003.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	r=n^{2}a_{m}^{\rm B} (astro-ph9803029.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''n'', ''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	r_{max}=r_{0}/(|\gamma|r_{0}-1) (astro-ph9808345.tei)	7	6	'{''force'': [''a''], ''mass'': [''m'', ''a''], ''velocity'': [''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	\Omega(rad)=-n (astro-ph9811073.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''n'', ''a''], ''unit vector'': [''a''], ''radius'': [''r'']}'
centripetal force	0	e\equiv\sqrt{-g}=\hbox{det}(e^{a}_{\mu}e_{a\nu})^{1/2} (astro-ph9811390.tei)	7	6	'{''force'': [''a''], ''mass'': [''a''], ''velocity'': [''e'', ''a''], ''unit vector'': [''a''], ''radius'': [''e'']}'
conservation of energy	0	E_{0}=|E(0,0)| (Gaussian_beam.html)	11	1	'[''E'']'
conservation of energy	0	E_{0,0}=1\! (Hypercube.html)	11	1	'[''E'']'
conservation of energy	0	\overline{\operatorname{Sp}}(E)=\overline{\operatorname{Sp}(E)} (Linear_span.html)	11	1	'[''E'']'
conservation of energy	0	E= (Random_variable.html)	11	1	'[''E'']'
conservation of energy	0	E\widehat{=}4 (Vigenère_cipher.html)	11	1	'[''E'']'
conservation of energy	0	E_{0}=|E(0,0)| (Gaussian_beam.html)	8	2	'{''energy'': [''E'']}'
conservation of energy	0	E_{0,0}=1\! (Hypercube.html)	8	2	'{''energy'': [''E'']}'
conservation of energy	0	\overline{\operatorname{Sp}}(E)=\overline{\operatorname{Sp}(E)} (Linear_span.html)	8	2	'{''energy'': [''E'']}'
conservation of energy	0	E= (Random_variable.html)	8	2	'{''energy'': [''E'']}'
conservation of energy	0	E\widehat{=}4 (Vigenère_cipher.html)	8	2	'{''energy'': [''E'']}'
conservation of energy	0	|a|=\sqrt{a^{2}} (Absolute_value.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	|a|=0\iff a=0 (Absolute_value.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	|(|a|)|=|a| (Absolute_value.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	|-a|=|a| (Absolute_value.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	(a=1) (Algebraic_number.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	\left(\frac{a}{1}\right)=1. (Arithmetic_function.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=[a_{1},a_{2},a_{3}] (Buckingham_π_theorem.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=a^{*} (Cauchy–Schwarz_inequality.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a_{0}=1/2 (Collatz_conjecture.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a_{1}=3 (Collatz_conjecture.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	\scriptstyle\frac{1}{\sqrt{a}}=\sqrt{\frac{1}{a}} (Complex_number.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=1 (Golden_ratio.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=1,2,3 (Pauli_matrices.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a^{2}:=a*a (Elementary_algebra.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	'{a_{1}}^{2}+{a_{2}}^{2}+{a_{3}}^{2}=1 (Euler''s_identity.html)'	8	3	'{''energy'': [''a'']}'
conservation of energy	0	\displaystyle a=1\times 5=5 (Fibonacci_number.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=0 (Zero_divisor.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	E_{0}=|E(0,0)| (Gaussian_beam.html)	8	3	'{''energy'': [''E'']}'
conservation of energy	0	a=\frac{1}{2} (Geometric_series.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a_{1}=0 (Golomb_ruler.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	\vec{a}=a_{1}a_{2}a_{3}a_{4} (Hamming_code.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	'a_{3}=2,a_{2}=-6,a_{1}=2,a_{0}=-1 (Horner''s_method.html)'	8	3	'{''energy'': [''a'']}'
conservation of energy	0	'a_{0}=1 (Hubble''s_law.html)'	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a:=\sqrt{a_{0}+\frac{a_{1}^{2}}{4}} (Hypercomplex_number.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a:=\sqrt{\frac{a_{1}^{2}}{4}-a_{0}} (Hypercomplex_number.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	E_{0,0}=1\! (Hypercube.html)	8	3	'{''energy'': [''E'']}'
conservation of energy	0	a=0\quad (Hyperreal_number.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	[a,a]=\{a\} (Interval_(mathematics).html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=\sqrt{2} (Law_of_excluded_middle.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=\sqrt{2}^{\sqrt{2}} (Law_of_excluded_middle.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	\operatorname{lcm}(a,a)=a,\; (Least_common_multiple.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	(a_{1},a_{2},a_{3})=(a_{1},0,0)+(0,a_{2},0)+(0,0,a_{3})\, (Linear_combination.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	Fehler:509	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a_{3}=1,\quad a_{2}+a_{3}=0,\quad a_{1}+a_{2}+a_{3}=-1.\, (Linear_combination.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a_{0}=-1 (Linear_prediction.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	\overline{\operatorname{Sp}}(E)=\overline{\operatorname{Sp}(E)} (Linear_span.html)	8	3	'{''energy'': [''E'']}'
conservation of energy	0	a=a_{1}a_{2}\, (Metropolis–Hastings_algorithm.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	\overline{a}_{0}=\left\{a\right\} (Modular_arithmetic.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	'a=1/2 (Newton''s_method.html)'	8	3	'{''energy'': [''a'']}'
conservation of energy	0	\frac{1}{\sqrt{a}}=\sqrt{\frac{1}{a}} (Number.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	Fehler:539	8	3	'{''energy'': [''a'']}'
conservation of energy	0	Fehler:539	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=5 (Propositional_calculus.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a\left|0\right\rangle=0. (Quantum_harmonic_oscillator.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	E= (Random_variable.html)	8	3	'{''energy'': [''E'']}'
conservation of energy	0	a\wedge a=a (Semigroup.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a_{0}=0 (Sequence.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a_{1}=1 (Sequence.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	a=2 (Vector_space.html)	8	3	'{''energy'': [''a'']}'
conservation of energy	0	E\widehat{=}4 (Vigenère_cipher.html)	8	3	'{''energy'': [''E'']}'
conservation of energy	0	E=0 (astro-ph0602117.tei)	12	4	'[''E'']'
conservation of energy	0	E_{0}=0 (astro-ph0405623.tei)	12	4	'[''E'']'
conservation of energy	0	E^{2}=0 (astro-ph0312093.tei)	12	4	'[''E'']'
conservation of energy	0	\sim" display="inline"><m:csymbol cd="latexml" id="S1.p1.m4.m1.1.cmml" xref="S1.p1.m4.m1.1">similar-to</m:csymbol></m:math> </math></text><text id="S1.p1.m4.2c.cmml" xmlns="http://dlmf.nist.gov/LaTeXML" xref="S1.p1.m4.2" yoffset="1.7pt"><math id="S1.p1.m4.2d.cmml" mode="inline" tex="&gt;" text="&gt;" xref="S1.p1.m4.2"> <m:math alttext="&gt;" display="inline"><m:gt id="S1.p1.m4.m2.1.cmml" xref="S1.p1.m4.m2.1"></m:gt></m:math> </math></text></m:mtext><m:ci id="S1.p1.m4.1.cmml" xref="S1.p1.m4.1">𝐸</m:ci><m:apply id="S1.p1.m4.5.cmml" xref="S1.p1.m4.5"><m:csymbol cd="ambiguous" id="S1.p1.m4.5.1.cmml" xref="S1.p1.m4.5">superscript</m:csymbol><m:cn id="S1.p1.m4.3.cmml" type="integer" xref="S1.p1.m4.3">10</m:cn><m:cn id="S1.p1.m4.4.cmml" type="integer" xref="S1.p1.m4.4">20</m:cn></m:apply></m:apply></m:annotation-xml></m:semantics></m:math>, <m:math alttext="\sim" display="inline" xmlns:m="http://www.w3.org/1998/Math/MathML"><m:csymbol cd="latexml" id="S1.p1.m4.m1.1.cmml" xref="S1.p1.m4.m1.1">similar-to</m:csymbol></m:math>, <m:math alttext="&gt; (astro-ph0402132.tei)	12	4	'[''E'']'
conservation of energy	0	E=10^{20} (astro-ph0402132.tei)	12	4	'[''E'']'
conservation of energy	0	E=10^{19} (astro-ph0402371.tei)	12	4	'[''E'']'
conservation of energy	0	(E=10^{20} (astro-ph0402371.tei)	12	4	'[''E'']'
conservation of energy	0	E_{1}=10^{20.3} (astro-ph0402371.tei)	12	4	'[''E'']'
conservation of energy	0	E_{2}=10^{20.5} (astro-ph0402371.tei)	12	4	'[''E'']'
conservation of energy	0	E_{1}=1 (astro-ph0405074.tei)	12	4	'[''E'']'
conservation of energy	0	E_{2}=1 (astro-ph0405074.tei)	12	4	'[''E'']'
conservation of energy	0	E_{1}=10 (astro-ph0405074.tei)	12	4	'[''E'']'
conservation of energy	0	E_{1}=300 (astro-ph0405074.tei)	12	4	'[''E'']'
conservation of energy	0	E_{2}=30 (astro-ph0405074.tei)	12	4	'[''E'']'
conservation of energy	0	E={\textstyle{1\over 2}} (astro-ph0411595.tei)	12	4	'[''E'']'
conservation of energy	0	Fehler:509	12	4	'[''E'']'
conservation of energy	0	#NAME?	12	4	'[''E'']'
conservation of energy	0	E=1 (astro-ph0511687.tei)	12	4	'[''E'']'
conservation of energy	0	E\not=0 (astro-ph0601247.tei)	12	4	'[''E'']'
conservation of energy	0	\bar{E}=E (astro-ph0604492.tei)	12	4	'[''E'']'
conservation of energy	0	E=1/2 (astro-ph0611021.tei)	12	4	'[''E'']'
conservation of energy	0	E=1/6 (astro-ph0611021.tei)	12	4	'[''E'']'
conservation of energy	0	E=2 (astro-ph0611021.tei)	12	4	'[''E'']'
conservation of energy	0	\displaystyle E_{11}=-3, (astro-ph0703245.tei)	12	4	'[''E'']'
conservation of energy	0	\displaystyle E_{33}=-3/2, (astro-ph0703245.tei)	12	4	'[''E'']'
conservation of energy	0	E=0 (astro-ph0602117.tei)	7	5	'{''energy'': [''E'']}'
conservation of energy	0	E_{0}=0 (astro-ph0405623.tei)	7	5	'{''energy'': [''E'']}'
conservation of energy	0	E^{2}=0 (astro-ph0312093.tei)	7	5	'{''energy'': [''E'']}'
